馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ゼアズノープレイス,牡5,的場,美浦・的場,差し,188.8,14,10,,35.7,514(0),中京,7,連闘,Y,,3,アスカクリチャン,スペシャルウィーク,
2,1,イゾレエオリア,牝4,佐々木,美浦・伊藤大,差し,8.5,5,7,,35.9,454(-8),新潟,63,中8週,Y,,3,ハービンジャー,キングカメハメハ,
3,2,マイネルレグルス,牡3,津村,美浦・矢嶋,差し,36.3,9,9,3歳1勝クラス,38.7,508(+26),中山,287,中40週,Y,Y,3,スクリーンヒーロー,ロージズインメイ,
4,2,ペリプルス,牡4,丸山,美浦・佐藤吉,差し,87.3,11,5,,37.0,454(+14),札幌,119,中16週,Y,,3,ゴールドシップ,コンデュイット,
5,3,ヴァイザーバルコ,セ4,武藤,美浦・水野,追込,78.0,10,10,3歳以上1勝クラス,35.5,462(-4),福島,35,中4週,Y,,1,ゴールドシップ,アドマイヤムーン,
6,3,フォティーゾ,牡3,北村宏,美浦・宮田,差し,7.0,4,1,3歳未勝利,33.7,490(+8),新潟,112,中15週,Y,,3,キズナ,Motivator,
7,4,アンゴラブラック,牝3,戸崎圭,美浦・尾関,先行,3.2,1,1,3歳未勝利,35.5,470(-6),中山,266,中37週,Y,Y,2,キズナ,ルーラーシップ,
8,4,レッドテリオス,牡3,マーカ,美浦・古賀,差し,4.2,2,8,3歳以上1勝クラス,35.0,472(0),中山,83,中11週,Y,,3,ジャスタウェイ,Efisio,
9,5,ロードヴェスパー B,牡3,藤懸,美浦・和田勇,差し,150.4,13,12,3歳以上1勝クラス,34.0,450(+4),中山,14,中1週,Y,,3,キタサンブラック,ロードカナロア,
10,5,ルージュサリナス,牝3,杉原,美浦・木村,先行,29.2,8,7,,36.0,422(+6),新潟,112,中15週,Y,,3,キタサンブラック,Not For Sale,
11,6,キャントウェイト,牡3,丹内,美浦・萱野,差し,5.0,3,2,,34.9,470(+8),中京,20,中2週,Y,,3,ゴールドシップ,アグネスデジタル,
12,6,ナンヨーアゼリア,牝5,嶋田,美浦・手塚,差し,380.8,17,13,3歳以上1勝クラス,33.8,446(+4),東京,35,中4週,Y,,3,ハービンジャー,キングカメハメハ,
13,7,トラストボス,牡3,三浦,美浦・高橋文,差し,11.9,6,3,3歳以上1勝クラス,34.9,436(+8),東京,28,中3週,Y,,3,キズナ,オルフェーヴル,
14,7,クロスライセンス B,牡4,荻野極,美浦・萩原,差し,236.2,15,10,,39.4,452(-4),福島,49,中6週,Y,,3,キズナ,キンシャサノキセキ,
15,7,ヒロピアーナ,牡4,小林凌,美浦・石栗,追込,605.6,18,9,3歳以上1勝クラス,39.0,544(+14),中京,83,中11週,Y,,2,リアルインパクト,エンパイアメーカー,
16,8,マイネルシーマー B,牡5,Ｈドイ,美浦・青木,差し,124.2,12,11,3歳以上1勝クラス,36.6,498(+8),中京,14,中1週,Y,,3,ゴールドシップ,ロージズインメイ,
17,8,ランベントライト,牝4,石橋脩,美浦・田島,先行,358.6,16,14,3歳以上1勝クラス,38.3,456(-2),新潟,76,中10週,Y,,3,ハードスパン,エンパイアメーカー,
18,8,ニシノコイゴコロ,牝3,野中,美浦・根本,,22.0,7,3,3歳以上1勝クラス,34.5,434(+6),東京,56,中7週,Y,,3,ネロ,オルフェーヴル,
