馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ブルックリンダンス,牡3,亀田,栗東・田中克,差し,4.0,1,2,3歳1勝クラス,37.6,480(0),京都,34,中4週,Y,,3,ルヴァンスレーヴ,キングカメハメハ,,
2,2,オリーブグリーン,牡3,吉田隼,栗東・矢作,先行,9.4,5,9,,41.1,528(-6),中山,63,中8週,Y,,3,ヘニーヒューズ,シンボリクリスエス,,
3,3,マタミカンサン,牝3,上里,美浦・加藤士,先行,77.7,12,5,3歳1勝クラス,38.3,468(0),京都,20,中2週,Y,,3,ゴールドドリーム,コマンズ,,
4,4,ドゥラリス,牝3,鮫島駿,栗東・吉岡,先行,5.0,3,4,3歳1勝クラス,38.5,502(0),中京,68,中9週,Y,,3,ドゥラメンテ,ヴィクトワールピサ,,
5,4,メイショウハチロー,牡3,小沢,栗東・福永,差し,6.5,4,5,3歳1勝クラス,38.4,496(-12),中京,68,中9週,Y,,3,シニスターミニスター,ダイワメジャー,,
6,5,リープアップ,牝3,,美浦・田中博,先行,4.2,2,1,3歳新馬,38.4,500(-2),中京,63,中8週,Y,,1,ニューイヤーズデイ,クロフネ,,B
7,5,チュウワクリスエス,牡3,原田和,美浦・栗田,逃げ,20.2,8,1,3歳未勝利,38.7,480(0),中山,49,中6週,Y,,2,ルヴァンスレーヴ,サウスヴィグラス,,
8,6,ソロモン,牡3,佐々木,美浦・堀,,13.9,6,6,,37.4,548(+22),中京,168,中23週,Y,,3,ミッキーアイル,ハービンジャー,,
9,6,タイヨウフレア,牝3,角田和,美浦・杉浦,差し,268.9,13,10,2歳1勝クラス,41.0,494(-8),中山,97,中13週,Y,,3,ドレフォン,ヴィクトワールピサ,,
10,7,ニヒトツーゼーア,牡3,柴田裕,栗東・中竹,差し,22.9,9,3,3歳1勝クラス,36.8,508(-4),京都,20,中2週,Y,,3,リオンディーズ,タニノギムレット,,
11,7,コズミックダンサー,牡3,西塚,栗東・藤原,差し,26.6,11,9,3歳1勝クラス,38.0,478(-4),京都,20,中2週,Y,,3,アドマイヤマーズ,Medaglia d'Oro,,B
12,8,ランツフート,牡3,シュタ,栗東・大久保,差し,24.2,10,1,3歳未勝利,39.0,464(-4),京都,21,中2週,Y,,2,ブリックスアンドモルタル,ステイゴールド,,
13,8,エンマ,牡3,富田,栗東・武英,差し,20.0,7,9,3歳1勝クラス,38.9,462(-2),中山,13,中1週,Y,,3,バゴ,ドリームジャーニー,,
