馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ブルーサン,牡3,亀田,栗東・宮地,逃げ,16.7,9,8,,39.5,502(-8),新潟,105,中14週,Y,,3,モーニン,ステイゴールド,
2,2,テーオードレフォン,牡5,丸山,栗東・梅田,逃げ,4.1,1,3,,37.1,492(-4),札幌,105,中14週,Y,,3,ドレフォン,ブライアンズタイム,
3,2,スマートサニー,牡4,泉谷,栗東・石橋,,43.2,12,11,,40.4,456(-6),京都,288,中40週,Y,Y,3,シニスターミニスター,キングカメハメハ,
4,3,ミラクルティアラ,牝4,西塚,栗東・野中,先行,15.2,7,4,,37.7,442(-2),京都,36,中4週,Y,,2,ヘニーヒューズ,フジキセキ,
5,3,サンテックス B,牡4,鮫島駿,栗東・浜田,先行,6.8,4,9,,37.3,534(+4),東京,42,中5週,Y,,3,マジェスティックウォリアー,ゴールドアリュール,
6,4,クラヴィコード B,牝3,小沢,栗東・中村,先行,13.6,6,2,,41.0,480(-7),船橋,52,中6週,,,2,ジャスタウェイ,ロードカナロア,
7,4,ニシノカシミヤ,牝4,武藤,美浦・伊藤圭,逃げ,57.4,14,10,,36.6,488(0),東京,21,中2週,Y,,3,ディスクリートキャット,ゴールドアリュール,
8,5,ダンツキャッスル B,牡8,菊沢,栗東・谷,差し,47.5,13,14,,37.8,494(+2),東京,42,中5週,Y,,3,ルーラーシップ,スペシャルウィーク,
9,5,デンコウリジエール,牡7,丹内,栗東・荒川,差し,30.4,11,6,,35.7,484(+6),中京,71,中9週,Y,,3,メイショウボーラー,スペシャルウィーク,
10,6,サンデーファンデー B,牡4,斎藤,栗東・音無,先行,6.5,3,14,,40.5,520(+14),中京,50,中6週,Y,,3,スズカコーズウェイ,スマートボーイ,
11,6,サトノルフィアン,牡5,永島,栗東・高橋康,先行,16.5,8,11,,38.4,516(+2),東京,42,中5週,Y,,3,ゼンノロブロイ,Distorted Humor,
12,7,ナチュラルハイ B,牡4,Ｈドイ,美浦・黒岩,差し,5.0,2,8,,37.8,478(+12),札幌,105,中14週,Y,,3,スクリーンヒーロー,Pulpit,
13,7,ケイアイロベージ B,セ6,小崎,栗東・野中,差し,17.7,10,11,,36.6,504(0),京都,42,中5週,Y,,3,ヘニーヒューズ,クロフネ,
14,8,クレスコジョケツ,牝5,国分恭,栗東・木原,先行,102.9,15,15,,44.1,490(+6),新潟,99,中13週,Y,,3,アメリカンペイトリオット,オレハマッテルゼ,
15,8,サンライズアリオン,牡5,荻野極,栗東・平田,逃げ,10.5,5,9,,38.5,522(-2),中京,50,中6週,Y,,3,ザファクター,アフリート,
