券種,組み合わせ,配当,人気
単勝,8,260,2
複勝,8,110,2
複勝,1,110,1
複勝,6,190,5
枠連,1-7,250,1
馬連,1-8,260,1
ワイド,1-8,170,1
ワイド,6-8,330,3
ワイド,1-6,420,7
馬単,8-1,560,2
3連複,1-6-8,700,2
3連単,8-1-6,2390,5
