コーナー,通過順
1コーナー,"5,3(1,7)-8-4,2,10(6,11)-12-9"
2コーナー,"(*5,3)(1,7)8=4,2,10(6,11)-12-9"
3コーナー,"(*5,3)1-2(7,8,10)4(6,12)11,9"
4コーナー,"(*5,3,1)2(4,10)-8,6,12,9-(7,11)"
