着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,1,1,ロードトラスト,セ4,58.0,シュタ,1:51.7,,1,2.9,37.8,栗東長谷川,500(-6)
2,7,7,ルナビス,牝4,56.0,北村友,1:51.8,クビ,4,4.9,38.1,栗東森田,488(+8)
3,5,5,アウトドライブ,牡3,56.0,佐々木,1:52.6,5,2,3.7,38.3,栗東鈴木孝,572(+2)
4,2,2,メイショウコジョウ,牡7,58.0,角田和,1:52.7,1/2,10,118.1,38.6,栗東石橋,478(0)
5,4,4,ノットイナフ,牡3,56.0,西村淳,1:53.0,2,3,4.6,38.9,栗東浜田,480(+2)
6,3,3,イルミネーター,牡7,58.0,水口,1:54.2,7,9,73.5,40.3,栗東羽月,478(-2)
7,8,9,キョウエイゲイル,セ4,58.0,団野,1:55.5,8,5,12.7,41.2,栗東田中克,470(0)
8,8,10,シュガーコルト,セ5,58.0,吉村,1:55.6,1/2,8,31.5,41.8,栗東寺島,506(+2)
9,6,6,レタラ,牝5,56.0,田口,1:56.5,5,7,24.7,42.8,栗東吉村,464(0)
10,7,8,バックトゥザライト,牡4,58.0,岩田望,1:56.6,1/2,6,20.7,42.4,栗東辻野,520(+10)
