券種,組み合わせ,配当,人気
単勝,10,1280,6
複勝,10,290,5
複勝,11,870,9
複勝,8,160,1
枠連,5-6,9500,24
馬連,10-11,19270,43
ワイド,10-11,4560,44
ワイド,8-10,780,8
ワイド,8-11,2260,25
馬単,10-11,37120,80
3連複,8-10-11,22810,66
3連単,10-11-8,213970,561
