着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,ブラックチャリス,牝3,53.0,吉田隼,1:08.4,,1,3.8,34.1,栗東武幸,460(+2)
2,7,11,ナムラクララ,牝4,54.0,浜中,1:08.4,ハナ,3,5.3,33.2,栗東長谷川,472(-2)
3,7,12,アメリカンステージ,牡4,57.5,岩田望,1:08.4,クビ,2,5.1,34.1,栗東矢作,508(-16)
4,6,10,ナムラローズマリー,牝5,53.0,松本,1:08.4,アタマ,10,26.3,33.4,栗東羽月,470(+2)
5,4,5,ティニア,牡6,56.0,佐々木,1:08.5,1/2,6,10.1,33.7,栗東池江,506(-2)
6,3,3,ジョーメッドヴィン,牡5,57.0,横山琉,1:08.6,クビ,7,13.8,34.0,栗東清水久,522(0)
7,5,8,サウザンサニー,牡6,55.0,大野,1:08.8,1.1/4,9,25.1,33.4,美浦岩戸,520(0)
8,8,13,ロードフォアエース,牡5,57.5,岩田康,1:08.8,アタマ,5,9.1,33.4,栗東友道,556(+6)
9,4,6,クファシル,牡6,55.0,北村友,1:08.8,クビ,11,47.2,34.1,栗東池添,498(-6)
10,1,1,ダンツエラン,牝4,53.0,古川吉,1:08.9,クビ,13,82.9,34.7,栗東本田,504(+12)
11,3,4,ステークホルダー,牡6,54.0,斎藤,1:09.0,1/2,14,134.9,33.9,美浦斎藤誠,474(+4)
12,8,14,ルージュラナキラ,牝4,54.0,横山武,1:09.0,1/2,4,7.4,34.4,美浦加藤征,462(+6)
13,5,7,マイネルレノン,牡7,55.0,丹内,1:09.2,1,12,47.5,34.7,栗東宮,488(0)
14,6,9,モリノドリーム,牝7,54.0,武豊,1:09.2,ハナ,8,18.2,33.5,美浦鈴木伸,490(+8)
