券種,組み合わせ,配当,人気
単勝,7,310,1
複勝,7,130,1
複勝,12,550,8
複勝,1,150,2
枠連,5-7,800,3
馬連,7-12,6780,19
ワイド,7-12,1670,18
ワイド,1-7,240,1
ワイド,1-12,2500,28
馬単,7-12,9630,33
3連複,1-7-12,6590,22
3連単,7-12-1,51490,167
