馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ロードベイリーフ,牡6,佐々木,栗東・森田,差し,23.0,11,7,,34.3,488(+2),小倉,70,中9週,Y,,3,ヴァンセンヌ,キングカメハメハ,
2,1,ファイアダンサー,牝5,丹内,美浦・鈴木慎,追込,24.3,12,18,,33.7,464(+2),新潟,91,中12週,Y,,3,パイロ,コマンズ,
3,2,マウンテンムスメ,牝5,今村,美浦・中野,,76.4,17,12,,34.2,474(+18),新潟,91,中12週,Y,,3,アドマイヤムーン,ストーミングホーム,
4,2,ジュニパーベリー B,牝6,嶋田,美浦・手塚,,47.0,16,4,,33.5,498(+8),新潟,161,中22週,Y,,3,ゴールドシップ,スニッツェル,
5,3,トキメキ,牝6,松岡,美浦・斎藤誠,差し,19.0,9,15,,35.0,518(+4),京都,21,中2週,Y,,3,アドマイヤムーン,ゼンノエルシド,
6,3,トレンディスター,牝3,亀田,栗東・高柳大,逃げ,6.4,3,1,,32.6,488(0),新潟,84,中11週,Y,,3,ファインニードル,パラダイスクリーク,
7,4,マイヨアポア,牝5,津村,美浦・和田郎,追込,5.8,2,1,,32.1,482(+4),新潟,78,中10週,Y,,3,リオンディーズ,ウインクリューガー,
8,4,シンシティ B,牝6,富田,栗東・木原,,15.3,6,4,,37.7,484(+6),新潟,70,中9週,Y,,3,サウスヴィグラス,フジキセキ,
9,5,ハギノメーテル B,牝4,藤懸,栗東・寺島,先行,15.9,7,5,,34.0,496(+12),中山,49,中6週,Y,,3,サトノアラジン,ダイワメジャー,
10,5,ジャスパージャック B,牡7,松本,栗東・森秀,先行,29.8,14,11,,35.4,540(-4),京都,21,中2週,Y,,3,デクラレーションオブウォー,Seeking the Gold,
11,6,メディーヴァル,牡5,西塚,栗東・寺島,先行,21.7,10,6,,34.6,470(0),京都,21,中2週,Y,,3,アジアエクスプレス,ディープインパクト,
12,6,チェリーブリーズ,牝6,西村太,美浦・堀内,差し,40.5,15,16,,38.4,500(+10),中山,28,中3週,Y,,3,スマートファルコン,ティンバーカントリー,
13,7,サトノファビュラス,牝6,丸田,美浦・宗像,差し,9.4,4,4,,33.0,436(-2),新潟,91,中12週,Y,,3,ロードカナロア,ディープインパクト,
14,7,カイザーメランジェ,牡8,菊沢,美浦・中野,差し,24.4,13,17,,35.2,488(+14),京都,21,中2週,Y,,3,サクラオリオン,サクラプレジデント,
15,7,シセイヒテン,牡8,,美浦・宗像,先行,76.6,18,16,,36.3,458(-6),福島,105,中14週,Y,,3,ノヴェリスト,ネオユニヴァース,
16,8,アジアノジュンシン,牝5,永島,美浦・奥村武,差し,4.2,1,1,,32.4,474(+4),新潟,15,中1週,Y,,3,アジアエクスプレス,フジキセキ,
17,8,クムシラコ,牡5,江田照,美浦・石毛,追込,15.0,5,13,,35.0,476(+2),新潟,8,連闘,Y,,3,ディスクリートキャット,ネオユニヴァース,
18,8,レジェーロ,牝6,丸山,栗東・西村,先行,16.6,8,15,,34.6,428(+2),阪神,49,中6週,Y,,3,キズナ,ロックオブジブラルタル,
