馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,テイエムリステット,牡3,酒井,栗東・木原,差し,202.5,16,1,2歳未勝利,37.0,466(+2),中京,37,中4週,Y,,3,モーリス,ネオユニヴァース,
2,1,ノボリショウリュウ,牡3,角田河,栗東・石橋,,94.7,15,1,2歳新馬,35.8,458(+2),阪神,30,中3週,Y,,1,リアルスティール,クロフネ,
3,2,タイセイレスポンス B,牡3,Ｍデム,栗東・安田翔,先行,30.4,9,2,,34.8,480(0),京都,50,中6週,Y,,3,ミッキーアイル,Congrats,
4,2,デルシエロ,牡3,坂井,栗東・清水久,追込,43.2,12,3,,34.6,404(0),阪神,16,中1週,Y,,3,レイデオロ,ディープインパクト,
5,3,ノーブルロジャー,牡3,川田,栗東・吉岡,先行,4.9,3,1,2歳新馬,33.3,484(+8),東京,57,中7週,Y,,1,パレスマリス,More Than Ready,
6,3,ラーンザロープス,牝3,横山典,栗東・武幸,先行,31.2,10,5,,34.8,444(+6),中山,99,中13週,Y,,3,キズナ,Pure Prize,
7,4,タイキヴァンクール,牡3,浜中,栗東・中尾,差し,20.1,8,9,,34.9,506(0),阪神,22,中2週,Y,,3,エイシンヒカリ,キングヘイロー,
8,4,ゼルトザーム,牡3,北村友,栗東・加用,先行,227.6,18,8,,44.2,464(+7),川崎,26,中3週,,,1,ヘニーヒューズ,キングカメハメハ,
9,5,アルトゥーム,牡3,藤岡佑,栗東・藤岡,差し,17.4,6,1,2歳新馬,33.4,438(+4),中京,36,中4週,Y,,1,モーリス,ディープインパクト,
10,5,バレルターン,牡3,西村淳,栗東・茶木,差し,16.9,5,1,2歳未勝利,34.7,460(-4),京都,86,中11週,Y,,2,リオンディーズ,チチカステナンゴ,
11,6,シトラール,牡3,Ａルメ,美浦・萩原,先行,18.7,7,1,2歳未勝利,33.5,478(+2),東京,71,中9週,Y,,3,スワーヴリチャード,Awesome Again,
12,6,ケーブパール,牝3,藤岡康,栗東・友道,差し,37.7,11,4,,33.7,422(-12),京都,43,中5週,Y,,2,ブリックスアンドモルタル,ディープインパクト,
13,7,エコロブルーム,牡3,ルメー,美浦・加藤征,先行,2.8,1,1,2歳未勝利,33.2,464(-4),東京,58,中7週,Y,,2,ダイワメジャー,Candy Ride,
14,7,ウォーターリヒト,牡3,,栗東・河内,先行,207.6,17,1,2歳未勝利,36.0,458(-4),阪神,23,中2週,Y,,3,ドレフォン,ヴィクトワールピサ,
15,7,フェリーニ,牡3,松山,栗東・橋口,逃げ,78.4,14,1,2歳未勝利,34.9,506(0),京都,44,中5週,Y,,2,ドレフォン,ディープインパクト,
16,8,ショーマンフリート,牡3,戸崎圭,美浦・手塚,先行,4.8,2,1,2歳新馬,34.2,504(+18),中山,112,中15週,Y,,1,スワーヴリチャード,Siyouni,
17,8,ナイトスラッガー,牡3,モリス,栗東・小栗,先行,9.7,4,1,2歳未勝利,33.7,516(-6),中京,36,中4週,Y,,2,ルーラーシップ,フジキセキ,
18,8,メイショウサチダケ,牡3,和田竜,栗東・鈴木孝,,70.1,13,5,,35.5,480(+8),京都,58,中7週,Y,,2,アドミラブル,アイルハヴアナザー,
