券種,組み合わせ,配当,人気
単勝,12,1090,7
複勝,12,380,7
複勝,8,560,9
複勝,11,410,8
枠連,6-8,1630,8
馬連,8-12,7280,32
ワイド,8-12,2620,37
ワイド,11-12,2050,32
ワイド,8-11,3300,43
馬単,12-8,13100,63
3連複,8-11-12,30180,107
3連単,12-8-11,163810,591
