馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ミツカネヴィーナス,牝5,津村,美浦・鈴木伸,差し,13.7,7,5,3歳以上1勝クラス,39.1,458(+4),中山,20,中2週,Y,,3,ヘニーヒューズ,ダイワメジャー,,
2,1,シンボリックレルム,牝5,横山和,美浦・水野,先行,4.8,2,2,3歳以上1勝クラス,38.3,494(-8),札幌,126,中17週,Y,,3,エピファネイア,フレンチデピュティ,,
3,2,ウェンダヴズクライ,牝4,藤田菜,美浦・根本,追込,272.0,16,15,3歳以上1勝クラス,39.4,416(+4),中山,104,中14週,Y,,3,リアルスティール,アポインテッドデイ,,
4,2,イージーオンミー,牝4,石橋脩,美浦・中舘,先行,45.7,11,12,,36.9,444(+16),新潟,84,中11週,Y,,3,ダイワメジャー,パイロ,,B
5,3,アステロイドメア,牝4,三浦,美浦・武市,差し,9.6,5,11,3歳以上1勝クラス,38.5,488(+6),東京,89,中12週,Y,,3,キズナ,クロフネ,,
6,3,テンホワイトラブ,牝4,小林凌,美浦・小西,差し,33.0,10,11,3歳以上1勝クラス,36.5,512(+12),中山,119,中16週,Y,,3,エスポワールシチー,アドマイヤドン,,
7,4,ランスノーブル,牝4,田辺,美浦・上原博,差し,3.4,1,3,3歳以上1勝クラス,39.4,456(+2),中山,28,中3週,Y,,3,ハービンジャー,クロフネ,,
8,4,セイカティターニア,牝4,横山琉,美浦・相沢,差し,5.6,3,6,3歳以上1勝クラス,39.6,410(+2),新潟,84,中11週,Y,,3,グレーターロンドン,サウスヴィグラス,,
9,5,バイロイト,牝5,丹内,美浦・栗田,,21.0,9,1,3歳未勝利,38.1,490(+10),福島,623,中88週,Y,Y,3,スクリーンヒーロー,シングスピール,,
10,5,サイモンポーリア,牝6,丸山,美浦・根本,先行,112.6,14,4,3歳以上1勝クラス,39.0,486(+2),中京,27,中3週,Y,,3,マジェスティックウォリアー,ロージズインメイ,,
11,6,ミニョンルミエール,牝5,小林美,美浦・和田雄,差し,12.0,6,7,3歳以上1勝クラス,37.8,460(+14),新潟,76,中10週,Y,,3,エイシンヒカリ,パイロ,,
12,6,リキサンハート,牝6,菊沢,美浦・奥平,差し,67.8,12,6,3歳以上1勝クラス,37.8,512(+12),福島,55,中7週,Y,,3,ダイワメジャー,トニービン,,
13,7,ルージュクレセント,牝4,佐々木,美浦・国枝,差し,8.6,4,9,,35.8,452(0),新潟,84,中11週,Y,,3,ドゥラメンテ,Cape Cross,,
14,7,スピリチュアル,牝4,小林脩,美浦・武藤,差し,98.3,13,9,3歳以上1勝クラス,40.0,434(-4),福島,56,中7週,Y,,3,ヘニーヒューズ,リンカーン,,
15,8,ラズライト,牝5,小林勝,美浦・松山,先行,16.2,8,4,3歳以上1勝クラス,39.3,448(-4),中京,28,中3週,Y,,3,リオンディーズ,フジキセキ,,
16,8,ジェイエルフラッグ,牝8,佐藤,美浦・小西,差し,233.7,15,6,3歳以上1勝クラス,37.2,452(-2),東京,89,中12週,Y,,3,タイムパラドックス,コロナドズクエスト,,
