券種,組み合わせ,配当,人気
単勝,9,1490,7
複勝,9,370,6
複勝,3,210,3
複勝,5,400,7
枠連,3-7,4230,18
馬連,3-9,5030,20
ワイド,3-9,1290,16
ワイド,5-9,2980,36
ワイド,3-5,1160,14
馬単,9-3,13120,50
3連複,3-5-9,19320,65
3連単,9-3-5,151940,462
