券種,組み合わせ,配当,人気
単勝,15,410,1
複勝,15,160,1
複勝,12,310,5
複勝,8,180,2
枠連,6-8,1770,7
馬連,12-15,3150,7
ワイド,12-15,1070,7
ワイド,8-15,380,1
ワイド,8-12,900,5
馬単,15-12,4870,9
3連複,8-12-15,3610,3
3連単,15-12-8,21940,19
