馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ドングラミ,セ2,小林脩,美浦・本間,差し,434.3,11,15,2歳未勝利,41.1,476(+4),中山,14,中1週,Y,,3,カリフォルニアクローム,スウェプトオーヴァーボード,,
2,2,エムフォー,牡2,小林美,栗東・石坂,,6.1,3,1,2歳新馬,34.9,466(+4),函館,176,中24週,Y,,1,フォーウィールドライブ,バトルプラン,,
3,3,コパノトーマス,牡2,,美浦・青木,逃げ,15.0,5,6,,34.2,482(+4),中山,15,中1週,Y,,3,タニノフランケル,サウスヴィグラス,,
4,4,アルデトップガン,牡2,菅原明,美浦・田中剛,差し,24.5,6,9,,38.0,466(0),東京,49,中6週,Y,,3,ナダル,ゴールドアリュール,,
5,5,レッドスティンガー,牡2,横山和,美浦・矢嶋,先行,6.9,4,8,,34.1,474(+6),東京,50,中6週,Y,,3,レッドファルクス,ダイワメジャー,,
6,6,ドナソール,牝2,荻野極,美浦・畠山,差し,62.2,7,1,2歳未勝利,38.0,468(-2),中山,21,中2週,Y,,3,マテラスカイ,ゴールドアリュール,,B
7,6,エコロシード,牡2,松山,美浦・堀,先行,2.8,2,4,,37.7,544(+6),東京,49,中6週,Y,,3,Adios Charlie,Uncaptured,,
8,7,セイウンアインス,牝2,武藤,美浦・武藤,先行,89.4,8,6,,34.6,452(+10),中山,99,中13週,Y,,3,フォーウィールドライブ,ベーカバド,,
9,7,アパタイトテソーロ,牝2,佐々木,美浦・畠山,差し,197.9,10,8,,39.7,422(-2),門別,59,中7週,,,2,スワーヴリチャード,ヘニーヒューズ,,
10,8,ラブルラウザー,牝2,川田,栗東・大久保,先行,2.2,1,1,2歳未勝利,36.7,458(+2),阪神,105,中14週,Y,,3,パイロ,ダイワメジャー,,
11,8,アンティミスト,牡2,横山武,美浦・鈴木伸,逃げ,99.4,9,13,,38.2,526(+4),東京,49,中6週,Y,,3,カラヴァッジオ,アグネスゴールド,,
