券種,組み合わせ,配当,人気
単勝,9,790,5
複勝,9,230,5
複勝,1,210,4
複勝,7,390,6
枠連,1-5,2420,10
馬連,1-9,2690,11
ワイド,1-9,820,10
ワイド,7-9,1890,16
ワイド,1-7,1080,12
馬単,9-1,5600,21
3連複,1-7-9,10430,31
3連単,9-1-7,64560,188
