馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,バンドマスター B,牡5,吉村,栗東・茶木,,5.2,2,8,,39.0,502(0),中山,190,中26週,Y,Y,3,バンドワゴン,フジキセキ,
2,1,バリアントバイオ B,牡5,長岡,栗東・今野,差し,120.9,13,8,,38.9,526(-2),中京,28,中3週,Y,,3,トーセンジョーダン,アルデバランII,
3,2,ルージュアベリア B,牝4,藤懸,美浦・加藤士,先行,57.6,11,13,,34.4,488(0),新潟,49,中6週,Y,,3,キズナ,Burning Roma,
4,2,トウカイポワール,牝4,亀田,栗東・北出,差し,32.0,10,8,,37.8,468(+6),小倉,92,中12週,Y,,3,ヘニーヒューズ,ダイワメジャー,
5,3,アウトドライブ,牡4,和田竜,栗東・鈴木孝,差し,21.7,8,13,,39.2,552(-6),阪神,13,中1週,Y,,3,デクラレーションオブウォー,Northern Afleet,
6,3,カネトシゴウト,牡4,田口,栗東・大橋,差し,9.3,5,6,,36.6,466(+2),京都,120,中16週,Y,,3,シニスターミニスター,キングカメハメハ,
7,4,ダブルジョーク,牡5,鮫島駿,栗東・小林,追込,9.3,6,5,,37.1,574(+6),阪神,13,中1週,Y,,3,Practical Joke,Rahy,
8,4,メイショウフウドウ,牡4,高杉,栗東・藤原,先行,17.5,7,1,,37.5,496(+6),小倉,91,中12週,Y,,3,シニスターミニスター,フジキセキ,
9,5,アイファーエポック,牡6,野中,美浦・根本,差し,230.0,15,7,,37.6,480(-4),阪神,168,中23週,Y,,3,トビーズコーナー,アサクサデンエン,
10,5,フラッパールック B,牝5,浜中,美浦・林,先行,26.2,9,5,,38.1,462(-2),福島,77,中10週,Y,,3,イスラボニータ,Ghostzapper,
11,6,ライジングラパス,牝5,富田,栗東・宮本,差し,341.4,16,15,,39.6,452(+14),阪神,168,中23週,Y,,3,ダノンバラード,エンパイアメーカー,
12,6,アジアミッション,牡4,小沢,栗東・緒方,差し,88.4,12,10,,34.6,504(-2),阪神,14,中1週,Y,,1,アジアエクスプレス,サウスヴィグラス,
13,7,ヒロノラメール,牡4,西村淳,栗東・宮地,先行,5.4,3,5,,37.8,492(+10),阪神,98,中13週,Y,,3,キズナ,エンパイアメーカー,
14,7,ポワンキュルミナン,牡5,菱田,栗東・岡田,差し,172.6,14,6,,37.1,432(+8),小倉,70,中9週,Y,,3,ロゴタイプ,フジキセキ,
15,8,クロニクル B,セ6,国分恭,栗東・田中克,先行,5.9,4,4,,38.2,518(+2),中京,50,中6週,Y,,3,ハーツクライ,Seeking the Gold,
16,8,シュラザック,牡3,古川吉,栗東・大根田,差し,3.6,1,1,,36.5,482(-6),新潟,28,中3週,Y,,3,モーニン,ベーカバド,
