券種,組み合わせ,配当,人気
単勝,15,870,4
複勝,15,180,4
複勝,1,150,2
複勝,2,110,1
枠連,1-7,510,2
馬連,1-15,2590,7
ワイド,1-15,780,7
ワイド,2-15,340,3
ワイド,1-2,230,1
馬単,15-1,5660,17
3連複,1-2-15,1190,2
3連単,15-1-2,13470,36
