券種,組み合わせ,配当,人気
単勝,10,1470,7
複勝,10,380,5
複勝,12,170,1
複勝,5,4200,18
枠連,5-6,690,1
馬連,10-12,2690,10
ワイド,10-12,1040,9
ワイド,5-10,44460,134
ワイド,5-12,14760,89
馬単,10-12,7140,24
3連複,5-10-12,224360,370
3連単,10-12-5,1100180,871
