コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*1,10)2,13(3,4,14)6,5,12,7,11(9,8)15,16"
4コーナー,"10(1,2)(3,13,14)(5,4)(7,6)(12,8)(9,11)15,16"
