コーナー,通過順
1コーナー,"(*8,14)(3,6,10)5(1,15)(9,7,2)12(11,13)4"
2コーナー,"(*8,14)(3,6,10)5(1,9,15)(7,13)(12,11,2)4"
3コーナー,"(*8,14)(3,6,10,5)(9,15)(1,7,2)(12,11,13)-4"
4コーナー,"(*8,14)(3,6,5)(10,9)-7(1,12,15,2)11,13-4"
