券種,組み合わせ,配当,人気
単勝,9,320,1
複勝,9,130,1
複勝,8,150,2
複勝,3,570,9
枠連,7-8,220,1
馬連,8-9,560,1
ワイド,8-9,310,3
ワイド,3-9,1280,17
ワイド,3-8,2260,25
馬単,9-8,1360,5
3連複,3-8-9,6140,24
3連単,9-8-3,19640,66
