馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ウインアクトゥール,牡5,菊沢,美浦・栗田,差し,6.0,4,11,3歳以上2勝クラス,35.7,450(+12),京都,77,中10週,Y,,3,ゴールドアクター,チチカステナンゴ,,
2,1,レッドバレンティア,牡6,嶋田,美浦・矢嶋,差し,114.6,16,15,3歳以上2勝クラス,36.5,464(-4),中山,48,中6週,Y,,3,リオンディーズ,ディープインパクト,,
3,2,ルクスジニア,牝4,富田,栗東・平田,逃げ,5.8,3,6,4歳以上2勝クラス,34.4,440(-4),京都,21,中2週,Y,,3,キズナ,ハービンジャー,,
4,2,ミラーダカリエンテ,牝4,横山琉,美浦・相沢,,21.8,8,6,,34.2,488(0),中山,14,中1週,Y,,3,スクリーンヒーロー,アドマイヤコジーン,,
5,3,ヤコブセン,牡4,小林美,美浦・斎藤誠,先行,28.2,10,1,4歳以上1勝クラス,34.1,518(+4),小倉,13,中1週,Y,,3,エピファネイア,キングカメハメハ,,B
6,3,マテンロウギフト,牡4,斎藤,栗東・茶木,差し,4.9,2,1,,35.9,468(+4),福島,84,中11週,Y,,3,サートゥルナーリア,ディープインパクト,,
7,4,キーウェーブ,牡5,小崎,栗東・宮地,差し,49.5,12,9,,33.9,438(-8),京都,76,中10週,Y,,3,ミッキーロケット,スクリーンヒーロー,,
8,4,フナデ,牡5,丹内,美浦・嘉藤,,12.7,7,12,,37.4,460(-6),中山,55,中7週,Y,,3,ゴールドシップ,ディープインパクト,,
9,5,ヤマニンループ,牡7,古川吉,栗東・松永幹,追込,11.8,6,4,,33.9,456(+16),阪神,146,中20週,Y,,3,ディープインパクト,チチカステナンゴ,,
10,5,オオナミコナミ,牝5,鮫島駿,栗東・牧浦,差し,9.7,5,7,,34.6,494(+2),新潟,280,中39週,Y,Y,3,エピファネイア,アグネスタキオン,,
11,6,オデット,牝4,松本,栗東・緒方,先行,80.7,14,8,4歳以上2勝クラス,36.9,450(-8),京都,13,中1週,Y,,3,ラブリーデイ,メイショウボーラー,,
12,6,トーアライデン,牡6,中井,栗東・河嶋,,22.9,9,6,,34.0,500(-2),京都,76,中10週,Y,,3,マインドユアビスケッツ,アグネスデジタル,,
13,7,フラッシング,牡5,国分恭,栗東・牧浦,先行,76.7,13,6,,37.5,494(+10),福島,84,中11週,Y,,3,ドレフォン,フジキセキ,,
14,7,ツーエムクロノス,牡4,丸山,栗東・本田,先行,36.4,11,16,4歳以上2勝クラス,34.9,516(+2),京都,21,中2週,Y,,3,ノーブルミッション,シングスピール,,
15,8,フローラルセント,牝5,西塚,栗東・松下,先行,110.3,15,15,3歳以上2勝クラス,39.7,464(-20),京都,83,中11週,Y,,3,キズナ,ハービンジャー,,
16,8,ゼンダンハヤブサ,牡4,藤岡佑,栗東・佐々木,先行,4.3,1,4,,35.3,450(-4),京都,90,中12週,Y,,3,スマートオーディン,アグネスタキオン,,
