コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*8,13)16(1,15)(6,10)2,11-(5,12,14)(4,9)-(3,7)"
4コーナー,"(*8,13,16)(1,15)-(6,10)2-11(5,12)(4,14)(3,7,9)"
