コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"9,7(4,10,15)(3,5)14(1,8)12(2,11)13(6,16)"
4コーナー,"9,7(4,10)(3,15)(1,5)14(2,8,11)(6,12,16)13"
