馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,キミワクイーン,牝4,横山武,美浦・奥村武,先行,12.0,3,12,,34.2,440(-6),中山,43,中5週,Y,,3,ロードカナロア,ダイワメジャー,
2,1,ホープフルサイン B,牡7,三浦,美浦・本間,差し,29.8,7,14,,34.2,508(-2),阪神,49,中6週,Y,,3,モンテロッソ,グラスワンダー,
3,2,ビューティフルデイ,牝5,菅原明,美浦・国枝,先行,29.8,8,11,,34.6,454(0),新潟,182,中25週,Y,Y,3,ディープインパクト,Kingmambo,
4,2,レディバランタイン,牝4,吉田豊,美浦・加藤征,先行,17.8,5,1,,33.1,472(0),中山,36,中4週,Y,,3,サトノアラジン,Darshaan,
5,3,ルピナスリード,牝4,川田,栗東・吉岡,先行,22.1,6,13,,34.2,454(-2),阪神,57,中7週,Y,,3,ダイワメジャー,Medaglia d'Oro,
6,3,ジュビリーヘッド B,牡6,横山和,栗東・安田隆,先行,7.7,2,5,,34.3,474(0),中山,43,中5週,Y,,3,ロードカナロア,ディープインパクト,
7,4,カイザーメランジェ,牡8,田中勝,美浦・中野,差し,128.7,16,7,,34.1,494(+4),中山,43,中5週,Y,,3,サクラオリオン,サクラプレジデント,
8,4,ジャスパージャック B,牡7,武豊,栗東・森秀,,30.3,9,13,,34.7,538(-4),中山,43,中5週,Y,,3,デクラレーションオブウォー,Seeking the Gold,
9,5,プルパレイ,セ4,Ｍデム,栗東・須貝,先行,31.6,10,18,,38.0,488(-10),阪神,113,中15週,Y,,3,イスラボニータ,Fusaichi Pegasus,
10,5,マッドクール,牡4,レーン,栗東・池添,先行,1.5,1,3,,33.6,528(-8),中京,77,中10週,Y,,3,Dark Angel,Indian Ridge,
11,6,トキメキ,牝6,松岡,美浦・斎藤誠,先行,43.1,12,3,,33.7,516(+2),中京,97,中13週,Y,,3,アドマイヤムーン,ゼンノエルシド,
12,6,コムストックロード,牝4,ルメー,美浦・中野,差し,47.1,13,16,,34.6,448(+10),阪神,57,中7週,Y,,3,シルバーステート,Diesis,
13,7,ミニオンペール,牝7,津村,美浦・小手川,差し,41.4,11,4,,34.4,484(+6),中山,92,中12週,Y,,3,マツリダゴッホ,アラジ,
14,7,レイハリア,牝5,永野,美浦・田島,先行,87.9,15,10,,34.7,462(+4),中山,43,中5週,Y,,3,ロードカナロア,マンハッタンカフェ,
15,8,カリボール B,牡7,戸崎圭,栗東・西村,差し,52.2,14,8,,34.4,494(-2),小倉,63,中8週,Y,,3,ジャスタウェイ,サクラバクシンオー,
16,8,レッドベルオーブ,牡5,岩田望,栗東・藤原,,13.8,4,15,,40.4,482(0),小倉,56,中7週,Y,,3,ディープインパクト,Unbridled's Song,
