券種,組み合わせ,配当,人気
単勝,6,670,2
複勝,6,220,4
複勝,7,120,1
複勝,4,400,10
枠連,4-4,920,4
馬連,6-7,840,1
ワイド,6-7,430,2
ワイド,4-6,1230,14
ワイド,4-7,760,8
馬単,6-7,1960,4
3連複,4-6-7,3050,4
3連単,6-7-4,14140,24
