馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジョーコモド,牡4,角田和,栗東・中竹,差し,41.0,9,1,4歳以上1勝クラス,37.5,488(+4),中京,15,中1週,Y,,3,パイロ,マンハッタンカフェ,
2,2,ダッシュダクラウン B,セ5,松山,栗東・武英,差し,5.3,3,4,4歳以上2勝クラス,39.3,468(+2),中京,80,中10週,Y,,3,ホッコータルマエ,サンデーサイレンス,
3,3,タイスケフェイス,牡5,太宰,栗東・石橋,差し,77.6,11,8,4歳以上2勝クラス,38.1,468(-4),阪神,15,中1週,Y,,3,ジャスタウェイ,コロナドズクエスト,
4,4,イシュタルゲート B,牡7,岩田望,栗東・茶木,差し,5.8,5,1,4歳以上1勝クラス,38.3,514(-8),中京,50,中6週,Y,,3,ベルシャザール,バブルガムフェロー,
5,4,グッドリドゥンス,牡6,丸山,美浦・的場,差し,273.0,12,12,4歳以上2勝クラス,39.1,470(-10),阪神,21,中2週,Y,,3,フリオーソ,ゴールドアリュール,
6,5,パトリオットラン,牡4,和田竜,栗東・渡辺,,12.6,7,7,4歳以上2勝クラス,38.9,540(-4),阪神,21,中2週,Y,,3,アメリカンペイトリオット,Kingmambo,
7,5,ショウサンキズナ,牡4,松本,栗東・松下,差し,22.5,8,11,4歳以上2勝クラス,38.9,522(+4),東京,57,中7週,Y,,3,キズナ,Grand Slam,
8,6,セブンスレター,牡4,,美浦・武井,先行,5.5,4,3,4歳以上2勝クラス,38.6,488(+2),阪神,15,中1週,Y,,3,コパノリッキー,ナリタブライアン,
9,6,マイネルレンカ,牡9,丹内,美浦・鈴木慎,差し,273.8,13,11,,38.1,470(0),中京,8,連闘,Y,,3,スマートファルコン,マイネルラヴ,
10,7,スーパーチーフ,牡4,西村淳,栗東・斉藤崇,差し,4.0,1,4,4歳以上2勝クラス,38.1,480(-6),阪神,15,中1週,Y,,3,キンシャサノキセキ,Wiesenpfad,
11,7,ワセダハーツ,牡5,浜中,栗東・橋口,差し,11.0,6,5,4歳以上2勝クラス,38.7,436(-6),中京,80,中10週,Y,,3,ハーツクライ,Awesome Again,
12,8,ヴォルゴグラード B,牡4,戸崎圭,栗東・牧田,先行,5.3,2,5,4歳以上2勝クラス,37.8,512(+2),阪神,21,中2週,Y,,3,リアルインパクト,クロフネ,
13,8,トレデマンド,牝5,鮫島駿,栗東・松永幹,先行,48.9,10,16,,35.5,470(0),小倉,42,中5週,Y,,3,ディープインパクト,Tiz Wonderful,
