馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ビジン,牝5,岩田望,栗東・武英,先行,31.4,8,10,,42.4,466(+6),船橋,38,中4週,,,2,キズナ,Giant's Causeway,
2,2,メロディーレーン,牝8,,栗東・森田,差し,23.5,7,8,,34.4,358(0),中山,35,中4週,Y,,3,オルフェーヴル,Motivator,
3,3,アスティ,セ8,松若,美浦・堀内,追込,136.9,13,11,,33.8,428(+8),京都,49,中6週,Y,,3,オルフェーヴル,ジャングルポケット,
4,4,メイショウブレゲ,牡5,酒井,栗東・本田,差し,6.2,4,5,,33.6,474(+10),京都,49,中6週,Y,,3,ゴールドシップ,パイロ,
5,4,フォワードアゲン,セ7,西村淳,美浦・中野,差し,60.3,11,14,,35.3,436(-2),東京,41,中5週,Y,,3,ローズキングダム,グラスワンダー,
6,5,アップデート,牡5,和田竜,栗東・杉山晴,差し,11.4,6,4,,35.9,508(+2),京都,69,中9週,Y,,3,エピファネイア,ステイゴールド,
7,5,ワンダフルタウン,牡6,藤岡康,栗東・高橋忠,追込,45.8,9,14,,34.6,476(+2),中京,28,中3週,Y,,3,ルーラーシップ,ディープインパクト,
8,6,プリュムドール,牝6,岩田康,栗東・奥村豊,差し,2.7,1,9,,34.3,482(+4),東京,62,中8週,Y,,3,ゴールドシップ,フレンチデピュティ,
9,6,ジャンカズマ,牡6,小沢,栗東・小栗,先行,53.2,10,16,,35.6,492(-6),中京,28,中3週,Y,,3,ハービンジャー,アドマイヤベガ,
10,7,ディナースタ,牡5,藤岡佑,栗東・辻野,,4.8,2,1,,33.8,478(+2),京都,49,中6週,Y,,3,ドゥラメンテ,Unbridled's Song,
11,7,セファーラジエル,牡6,Ａルメ,栗東・高柳大,先行,9.5,5,13,,37.9,524(-4),中山,35,中4週,Y,,3,キズナ,Out of Place,
12,8,ボスジラ B,牡8,吉田隼,美浦・国枝,差し,84.0,12,13,,39.3,522(+18),札幌,125,中17週,Y,,3,ディープインパクト,Mr. Greeley,
13,8,ウインルーティン B,牡4,角田河,栗東・長谷川,先行,5.5,3,1,3歳以上2勝クラス,33.4,472(0),阪神,27,中3週,Y,,3,ゴールドシップ,ルールオブロー,
