着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,ローランドバローズ,牡3,56.0,岩田康,1:45.8,,1,1.6,33.2,栗東上村,498(0)
2,5,5,レディーミコノス,牝3,54.0,岩田望,1:45.9,アタマ,3,6.8,33.4,栗東寺島,468(+8)
3,6,6,ゼンダンハヤブサ,牡3,56.0,坂井瑠,1:46.1,1.1/2,5,11.5,33.4,栗東佐々木,452(+4)
4,7,8,リカントロポ,牡3,56.0,田口,1:46.1,ハナ,6,32.3,33.6,栗東梅田,476(-2)
5,8,10,チェルノボーグ,セ6,58.0,松山,1:46.1,アタマ,2,5.3,33.4,栗東藤原,480(0)
6,7,7,ジャルディニエ,牝3,54.0,吉村,1:46.5,2,7,38.0,33.5,栗東奥村豊,454(+12)
7,3,3,ジェットマグナム,牡3,56.0,戸崎圭,1:46.6,1/2,4,7.5,33.6,栗東安達,494(-8)
8,8,9,アラタマフェーヴル,牡4,58.0,国分優,1:46.7,3/4,8,69.6,34.0,栗東浜田,496(+2)
9,4,4,ベント,セ4,58.0,小崎,1:46.8,1/2,9,138.9,34.5,栗東小崎,434(-2)
10,1,1,ジッピーレーサー,セ8,58.0,菅原明,1:47.2,2.1/2,10,173.2,34.2,美浦天間,484(-8)
