馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,カニキュル,牝3,戸崎圭,美浦・菊沢,差し,17.7,5,1,,33.3,494(-4),東京,92,中12週,Y,,3,エピファネイア,ゼンノロブロイ,
2,2,クイーンズウォーク,牝3,川田,栗東・中内田,差し,4.9,2,4,,34.7,522(0),東京,119,中16週,Y,,3,キズナ,Harlington,
3,2,オーロラエックス,牝3,松山,栗東・杉山晴,差し,8.1,3,1,3歳以上1勝クラス,33.6,488(+4),京都,92,中12週,Y,,2,サトノダイヤモンド,Galileo,
4,3,チェレスタ,牝3,西村淳,栗東・松下,差し,26.8,7,1,3歳以上1勝クラス,35.9,486(-2),小倉,57,中7週,Y,,3,ハービンジャー,ルーラーシップ,
5,3,タガノエルピーダ,牝3,,栗東・斉藤崇,先行,12.3,4,16,,36.1,452(+12),東京,119,中16週,Y,,3,キズナ,キングカメハメハ,
6,4,レディーヴァリュー,牝3,永島,栗東・小林,,45.3,9,1,3歳未勝利,35.7,442(0),中京,35,中4週,Y,,3,ジャスタウェイ,コロナドズクエスト,
7,4,サンセットビュー,牝3,鮫島駿,栗東・新谷,差し,108.0,14,2,,34.6,458(+6),中京,22,中2週,Y,,3,ドゥラメンテ,Tapit,
8,5,ラビットアイ,牝3,横山典,栗東・鈴木孝,差し,50.5,10,4,,35.0,488(+14),中山,183,中25週,Y,Y,3,エピファネイア,New Approach,
9,5,ラヴァンダ,牝3,岩田望,栗東・中村,差し,29.2,8,11,,35.2,476(+10),東京,119,中16週,Y,,3,シルバーステート,ベーカバド,
10,6,セキトバイースト,牝3,藤岡佑,栗東・四位,先行,51.6,11,7,,34.4,452(+14),阪神,161,中22週,Y,,3,デクラレーションオブウォー,Footstepsinthesand,
11,6,フレミングフープ,牝3,Ｍデム,栗東・友道,差し,20.8,6,1,,33.5,482(+2),中京,29,中3週,Y,,3,ハーツクライ,Tale of the Cat,
12,7,ザブライド,牝3,和田竜,栗東・西村,差し,111.3,15,1,3歳未勝利,34.8,474(+8),新潟,134,中18週,Y,,3,ドゥラメンテ,Victory Note,
13,7,ハワイアンティアレ,牝3,池添,栗東・松永幹,差し,80.9,13,1,3歳以上1勝クラス,33.6,434(+6),中京,21,中2週,Y,,3,ロードカナロア,マンハッタンカフェ,
14,8,サフィラ,牝3,北村友,栗東・池添,差し,67.0,12,13,,35.5,454(+6),東京,119,中16週,Y,,3,ハーツクライ,Lomitas,
15,8,レガレイラ,牝3,ルメー,美浦・木村,差し,1.7,1,5,,33.2,468(+10),東京,112,中15週,Y,,3,スワーヴリチャード,ハービンジャー,
