着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,イングランドアイズ,牝4,56.0,坂井,1:59.3,,1,2.8,35.0,栗東安田,448(+4)
2,3,3,ティムール,牡4,58.0,西村淳,1:59.5,1.1/4,2,3.7,35.4,栗東中竹,468(+2)
3,8,10,カリーニョ,牡3,55.0,小沢,1:59.5,アタマ,3,5.4,35.2,栗東杉山晴,454(+2)
4,1,1,レッセパッセ,牝3,53.0,和田竜,2:00.0,3,7,18.6,36.0,栗東西園翔,370(-4)
5,6,6,クレオメデス,牡4,58.0,松山,2:00.1,3/4,5,10.7,35.3,栗東武英,510(+6)
6,5,5,コスモダークナイト,牡5,58.0,松若,2:00.2,アタマ,11,65.0,35.9,栗東吉田,504(-6)
7,6,7,トラストエムシー,牡4,58.0,幸,2:00.3,1,6,17.4,36.3,栗東北出,436(0)
8,4,4,タガノトラリア,牝4,56.0,田口,2:00.4,クビ,10,60.9,36.4,栗東斉藤崇,440(-2)
9,8,11,マテンロウアルテ,牝4,56.0,横山典,2:01.1,4,4,6.7,36.4,栗東坂口,490(+10)
10,7,9,オールデュスヴラン,牡3,55.0,団野,2:01.1,クビ,8,28.0,36.8,栗東池江,466(-4)
11,7,8,ラファミリア,牡3,55.0,西塚,2:01.6,3,9,37.6,36.9,栗東矢作,506(-8)
