馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エンブロイダリー,牝4,ルメー,美浦・森一,先行,2.8,1,11,,0.0,496(+14),シャティン,118,中16週,,,2,アドマイヤマーズ,クロフネ,,
2,2,カピリナ,牝5,横山典,美浦・田島,差し,14.1,6,1,,33.5,476(-4),中山,89,中12週,Y,,3,ダンカーク,マンハッタンカフェ,,
3,3,ルージュソリテール,牝4,西塚,栗東・藤原,先行,11.3,5,1,,34.0,432(+4),中京,14,中1週,Y,,3,ロードカナロア,ディープインパクト,,
4,4,ラヴァンダ,牝5,岩田望,栗東・中村,差し,4.2,3,2,,33.3,492(-6),東京,60,中8週,Y,,3,シルバーステート,ベーカバド,,
5,5,カムニャック,牝4,川田,栗東・友道,差し,7.8,4,16,,36.9,498(+8),京都,174,中24週,Y,,3,ブラックタイド,サクラバクシンオー,,
6,6,アスコリピチェーノ,牝5,坂井,美浦・黒岩,差し,3.3,2,7,,33.5,480(+2),京都,139,中19週,Y,,2,ダイワメジャー,Danehill Dancer,,
7,7,クランフォード,牝5,,栗東・杉山晴,,35.2,8,2,,34.1,470(0),阪神,13,中1週,Y,,3,ブリックスアンドモルタル,キングカメハメハ,,
8,7,カナテープ,牝7,松山,美浦・堀,差し,33.9,7,15,,36.1,478(+10),京都,146,中20週,Y,,3,ロードカナロア,Royal Applause,,
9,8,エポックヴィーナス,牝5,酒井,栗東・新谷,差し,241.3,10,7,,33.6,454(+4),中京,14,中1週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,,
10,8,ビップデイジー,牝4,西村淳,栗東・松下,差し,73.4,9,10,,33.6,452(+2),京都,77,中10週,Y,,3,サトノダイヤモンド,キングカメハメハ,,
