馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,リカントロポ,牡3,松若,栗東・梅田,先行,15.9,7,9,,36.4,474(+4),中京,133,中18週,Y,,3,グレーターロンドン,クロフネ,
2,2,レベルスルール,牡3,田口,栗東・池江,差し,1.8,1,2,3歳1勝クラス,34.8,500(+6),京都,27,中3週,Y,,3,イスラボニータ,オルフェーヴル,
3,3,チュウワダイオウ,セ4,松本,栗東・加藤公,差し,217.4,10,8,,35.4,440(-2),新潟,13,中1週,Y,,1,ルーラーシップ,スペシャルウィーク,
4,4,ショーケン B,セ5,酒井,栗東・東田,,96.5,8,12,4歳以上1勝クラス,37.5,506(0),京都,21,中2週,Y,,3,タリスマニック,キングカメハメハ,
5,5,アレンテージョ,牡5,川田,栗東・坂口,差し,4.0,2,3,4歳以上1勝クラス,33.7,470(-4),京都,20,中2週,Y,,3,フェノーメノ,ディープインパクト,
6,6,ゼンダンハヤブサ,牡3,藤岡佑,栗東・佐々木,先行,11.1,5,2,,35.7,446(-4),京都,14,中1週,Y,,3,スマートオーディン,アグネスタキオン,
7,7,サトノクロシェット,牝4,和田竜,栗東・平田,先行,118.3,9,14,4歳以上1勝クラス,41.2,466(+18),小倉,97,中13週,Y,,1,サトノダイヤモンド,Distorted Humor,
8,7,エボルヴィング,牡4,松山,栗東・藤原,差し,10.3,4,3,4歳以上1勝クラス,34.0,450(-4),東京,20,中2週,Y,,3,ハーツクライ,American Post,
9,8,フォーキャンドルズ,牡3,団野,栗東・本田,差し,12.8,6,4,,33.6,496(-4),京都,42,中5週,Y,,3,エピファネイア,ディープブリランテ,
10,8,アドマイヤソラ,牡5,岩田望,栗東・友道,先行,8.3,3,4,,35.1,530(0),新潟,21,中2週,Y,,3,ロードカナロア,ハーツクライ,
