着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,3,クールブロン,牡5,58.0,内田博,1:37.5,,10,57.5,36.0,栗東井上,544(-6)
2,6,8,サノノワンダー,牡3,56.0,戸崎圭,1:37.7,1.1/4,1,1.7,35.4,美浦栗田,524(+4)
3,5,6,スマートスピア,牡4,58.0,三浦,1:37.9,1.1/4,5,13.3,36.4,栗東池江,496(-6)
4,4,4,レッドダンルース,牡5,58.0,菅原明,1:38.1,1,3,9.5,36.8,栗東福永,472(-4)
5,8,12,ケイアイメキラ,セ5,58.0,柴田善,1:38.3,1.1/4,11,60.7,36.7,栗東秋山,488(-2)
6,1,1,ハリウッドブルース,牡4,58.0,石橋脩,1:38.4,1,12,61.2,36.0,栗東浜田,466(-2)
7,7,10,アイオリア,牡3,56.0,横山和,1:38.5,クビ,4,12.5,35.9,美浦奥村武,510(-10)
8,2,2,ショウナンカブト,セ5,58.0,大野,1:38.5,ハナ,9,27.7,36.6,美浦戸田,536(0)
9,8,13,ヴォンフレ,牝3,54.0,横山典,1:38.5,クビ,2,7.0,36.4,美浦村田,492(+8)
10,6,9,キングツェッペリン,牡4,58.0,津村,1:38.7,1.1/4,7,15.5,36.7,栗東牧田,466(0)
11,7,11,サイモンソーラン,牡6,58.0,原,1:39.2,3,13,124.0,36.6,美浦勢司,488(-2)
12,4,5,トルショー,牡3,56.0,長浜,1:39.3,クビ,8,21.0,38.1,美浦伊藤圭,458(+1)
13,5,7,バランスダンサー,牝4,56.0,木幡巧,1:39.5,1.1/4,6,15.0,38.1,美浦久保田,476(0)
