馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ダノンセンチュリー,牡3,戸崎圭,美浦・萩原,逃げ,4.3,2,10,,38.9,464(+4),中山,139,中19週,Y,,2,フィエールマン,Lope de Vega,
2,2,レッドロスタム,牡5,三浦,美浦・国枝,先行,7.6,5,4,,33.4,504(+10),新潟,84,中11週,Y,,3,ロードカナロア,Mr. Greeley,
3,2,カーラデマドレ,牝3,杉原,美浦・宮田,差し,28.0,8,8,3歳1勝クラス,37.4,474(+4),中山,126,中17週,Y,,3,ドレフォン,キングカメハメハ,
4,3,カザンラク,牡3,丸山,美浦・嘉藤,差し,24.6,7,8,3歳1勝クラス,35.0,496(+14),東京,63,中8週,Y,,3,シルバーステート,Sevres Rose,
5,3,アンパドゥ,牡4,ルメー,美浦・木村,差し,2.6,1,1,3歳未勝利,33.6,502(+22),東京,433,中61週,Y,Y,1,Iffraaj,Dubawi,
6,4,ダイユウハミルトン,牡4,木幡育,美浦・松永康,差し,130.8,12,16,3歳以上1勝クラス,36.1,490(+2),中山,217,中30週,Y,Y,3,ヴィクトワールピサ,シンボリクリスエス,
7,4,グラスビジョン B,牡3,内田博,美浦・佐藤吉,差し,307.4,14,7,3歳以上1勝クラス,37.9,420(-2),福島,21,中2週,Y,,2,ノーブルミッション,ディープインパクト,
8,5,クイーンズワーフ,牝4,,美浦・青木,先行,47.0,10,6,,36.7,458(+4),福島,20,中2週,Y,,3,アルアイン,キンシャサノキセキ,
9,5,ソニックライン B,セ4,荻野極,美浦・浅利,差し,21.6,6,4,4歳以上1勝クラス,36.4,484(-10),東京,63,中8週,Y,,3,リアルインパクト,シンボリクリスエス,
10,6,フェンスブレイカー B,牡3,大野,美浦・田島,先行,41.8,9,1,3歳未勝利,33.7,540(0),東京,76,中10週,Y,,3,ビッグアーサー,サクラプレジデント,
11,6,ダガーリング,牡3,柴田大,美浦・和田雄,追込,217.1,13,6,3歳以上1勝クラス,34.3,542(+12),福島,20,中2週,Y,,1,タワーオブロンドン,ロードカナロア,
13,7,シャンクス,牡3,菊沢,美浦・森一,追込,6.9,4,5,3歳以上1勝クラス,34.0,490(0),東京,55,中7週,Y,,2,レッドベルジュール,Galileo,
14,8,ドリーミングアップ,牡4,吉田豊,美浦・高橋文,差し,5.7,3,3,4歳以上1勝クラス,33.2,462(-6),東京,70,中9週,Y,,3,エピファネイア,ディープインパクト,
15,8,ハードワーカー,牝3,江田照,美浦・竹内,,86.9,11,12,3歳1勝クラス,38.2,460(-18),東京,76,中10週,Y,,3,ノーブルミッション,マンハッタンカフェ,
