券種,組み合わせ,配当,人気
単勝,5,520,3
複勝,5,200,3
複勝,9,180,2
複勝,2,750,10
枠連,5-7,680,2
馬連,5-9,1360,7
ワイド,5-9,530,7
ワイド,2-5,2250,27
ワイド,2-9,2860,33
馬単,5-9,2740,12
3連複,2-5-9,18200,66
3連単,5-9-2,71690,284
