コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"8,13(1,16)(2,7)12(4,10)9,14(3,15)6,115"
4コーナー,"8,13(1,16)(2,7,12)(4,10)(3,9)14(11,15)65"
