馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,オーシャンステラ,牝2,丹内,美浦・菊沢,,10.5,5,,,,418(0),,,,,,,ゴールドシップ,Seeking the Gold,,
2,2,リピース,牝2,小林美,栗東・前川,,51.0,9,,,,426(0),,,,,,,サンダースノー,クロフネ,,
3,3,ハヤテノオジョー,牝2,鮫島駿,栗東・杉山佳,,10.9,6,,,,402(0),,,,,,,シルバーステート,Australia,,
4,4,ブラックジャック,牡2,佐々木,栗東・須貝,,8.3,4,,,,492(0),,,,,,,ダノンスマッシュ,ジャイアントレッカー,,
5,5,レッドスティンガー,牡2,横山武,美浦・矢嶋,,3.0,2,,,,470(0),,,,,,,レッドファルクス,ダイワメジャー,,
6,6,サンダーバード,牝2,武豊,栗東・武幸,,2.6,1,,,,444(0),,,,,,,エピファネイア,ディープインパクト,,
7,6,ポペット,牝2,橋木,栗東・高橋康,,26.3,7,,,,416(0),,,,,,,サトノクラウン,エピファネイア,,
8,7,ウチュウノセカイ,牡2,古川吉,美浦・青木,,37.9,8,,,,492(0),,,,,,,タワーオブロンドン,ローレルゲレイロ,,
9,7,ビョウブガウラ,牡2,キング,美浦・清水英,,7.8,3,,,,486(0),,,,,,,ディーマジェスティ,ファスリエフ,,
10,8,サンエンジェルス,牝2,浜中,栗東・谷,,62.6,10,,,,420(0),,,,,,,カリフォルニアクローム,ダイワメジャー,,
11,8,ブルーメンフェスト,牝2,松岡,栗東・緒方,,74.9,11,,,,484(0),,,,,,,ダノンスマッシュ,ファスリエフ,,
