馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ジャスパーロブスト,セ4,丸山,栗東・森秀,先行,3.4,1,2,,38.1,500(0),小倉,41,中5週,Y,,3,Khozan,Marciano,
2,2,ソニックスター,セ4,三浦,美浦・木村,先行,9.5,4,3,,38.3,548(-4),福島,48,中6週,Y,,3,Into Mischief,Speightstown,
3,3,モズミギカタアガリ,牝4,津村,栗東・藤岡,先行,10.0,5,4,,38.2,468(0),小倉,41,中5週,Y,,3,グランプリボス,マンハッタンカフェ,
4,4,レヴォントゥレット,牡4,岩田望,栗東・矢作,,4.1,2,3,,35.6,502(+12),京都,91,中12週,Y,,3,ロードカナロア,マンハッタンカフェ,
5,5,ホウオウルーレット B,牡6,岩田康,美浦・栗田,差し,11.3,6,9,,38.2,502(+4),阪神,126,中17週,Y,,3,ロージズインメイ,ゴールドアリュール,
6,5,アイファーテイオー,牡5,藤懸,栗東・井上,差し,12.8,7,3,,37.5,470(0),小倉,41,中5週,Y,,3,アイファーソング,ハーツクライ,
7,6,アルムラトゥール,牡5,菊沢,栗東・西園翔,先行,25.1,9,1,,35.8,492(-2),東京,70,中9週,Y,,3,コパノリッキー,キングカメハメハ,
8,6,ジョージテソーロ,牡4,菅原明,美浦・嘉藤,先行,19.7,8,12,,39.4,480(+2),福島,48,中6週,Y,,3,ベストウォーリア,カジノドライヴ,
9,7,ヒューゴ,牡5,江田照,美浦・加藤征,差し,140.3,12,9,,36.6,456(-2),福島,48,中6週,Y,,3,コパノリッキー,ウォーエンブレム,
10,7,ブレイクフォース,牡6,田辺,美浦・中舘,追込,4.8,3,5,,37.3,490(0),阪神,126,中17週,Y,,3,アジアエクスプレス,サンデーサイレンス,
11,8,アスクドゥラメンテ B,牡6,内田博,栗東・藤原,先行,58.3,11,12,,36.8,530(-4),新潟,6,連闘,Y,,3,ドゥラメンテ,Proud Citizen,
12,8,ロコポルティ,牡7,酒井,栗東・西園正,差し,31.7,10,5,,38.3,530(+2),小倉,41,中5週,Y,,3,ヘニーヒューズ,キングカメハメハ,
