着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,9,リラボニート,牝4,56.0,浜中,1:29.5,,3,7.7,35.4,栗東須貝,468(+2)
2,3,3,ウインレイアー,牝5,56.0,横山和,1:29.8,1.1/2,6,10.9,35.7,美浦和田雄,458(-4)
3,1,1,モンドデラモーレ,牡3,55.0,横山武,1:29.9,3/4,1,2.8,35.3,美浦千葉,482(+2)
4,7,10,フォルテム,牡3,55.0,武豊,1:30.1,1,2,4.4,36.3,美浦千葉,484(+2)
5,4,5,ゴールドサーベル,牡4,58.0,荻野琢,1:30.2,1/2,8,22.0,35.5,栗東大久保,474(+6)
6,8,12,エリーズダイヤ,牝5,56.0,松岡,1:30.3,1/2,7,19.3,36.4,美浦戸田,496(+6)
7,5,7,ラファドゥラ,牝5,56.0,丹内,1:30.3,クビ,4,7.8,35.5,美浦小島,490(-10)
8,2,2,オーサムストローク,牡4,58.0,黛,1:30.3,アタマ,12,58.3,36.0,美浦伊藤圭,454(+4)
9,7,11,カヨウネンカ,牝6,56.0,古川奈,1:30.4,クビ,13,98.6,35.7,美浦斎藤誠,472(+6)
10,5,6,ファインライン,牡4,58.0,池添,1:30.6,1.1/4,5,9.5,36.3,栗東松永幹,480(+4)
11,8,13,アルトゥーム,牡4,58.0,鷲頭,1:30.9,1.3/4,10,36.0,36.3,栗東藤岡,454(+16)
12,6,8,ブランデーロック,牡6,58.0,桑村真,1:30.9,ハナ,11,49.7,36.5,美浦青木,466(-16)
13,4,4,モズナナスター,牝3,53.0,斎藤,1:31.2,1.3/4,9,22.1,36.7,栗東矢作,446(+10)
