券種,組み合わせ,配当,人気
単勝,5,180,1
複勝,5,110,1
複勝,4,160,3
複勝,8,170,4
馬連,4-5,660,3
ワイド,4-5,240,2
ワイド,5-8,260,3
ワイド,4-8,480,8
馬単,5-4,900,4
3連複,4-5-8,1080,4
3連単,5-4-8,3150,9
