着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,8,ダイメイセブン,牡4,58.0,酒井,1:53.0,,1,2.9,38.0,栗東本田,516(+6)
2,8,14,リジン,牡5,58.0,幸,1:53.1,1/2,3,4.5,38.0,栗東宮本,500(+10)
3,3,5,ヤウガウ,セ7,58.0,菊沢,1:53.1,ハナ,12,53.3,37.9,美浦金成,488(0)
4,1,1,スズノテレサ,牝5,56.0,西塚,1:53.3,1.1/4,6,25.0,38.5,美浦深山,438(-4)
5,2,2,サンライズゴラッソ,牡6,58.0,吉田豊,1:53.4,1/2,9,32.2,38.0,栗東河内,502(-14)
6,6,11,ブレイゼスト,牡4,58.0,Mデム,1:53.4,クビ,2,3.8,38.1,美浦牧,534(0)
7,5,9,コロンビアテソーロ,牝4,56.0,原,1:53.7,1.1/2,8,30.8,38.1,美浦栗田,464(+4)
8,7,12,レディベル,牝5,56.0,内田博,1:53.7,クビ,5,12.9,38.1,美浦辻,548(+16)
9,4,7,モントブレッチア,牝5,56.0,石川,1:54.0,1.3/4,4,7.3,38.4,美浦斎藤誠,460(-4)
10,4,6,インペラートル,牡5,58.0,野中,1:54.1,3/4,14,148.3,37.8,美浦金成,504(-14)
11,3,4,クリノクリスタル,牝4,56.0,永島,1:54.4,1.3/4,7,29.5,37.8,栗東大橋,474(+10)
12,8,15,キガサ,牝5,56.0,柴田大,1:54.5,クビ,13,135.8,38.2,美浦鈴木慎,440(0)
13,2,3,コンソレーション,牡6,58.0,嶋田,1:54.6,1/2,11,41.2,39.1,美浦手塚,506(+2)
14,6,10,シャドウアイル,セ5,58.0,団野,1:54.7,1,10,40.5,39.5,栗東斉藤崇,474(-4)
15,7,13,ブロードリーチ,牝5,56.0,丸田,1:56.6,大,15,184.3,40.5,美浦宗像,444(+8)
