着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,9,テイエムサンレーヴ,牡3,57.0,鮫島良,1:52.4,,4,7.8,35.8,栗東河嶋,512(-2)
2,7,8,メルカントゥール,牡3,57.0,坂井,1:52.5,1/2,3,4.3,36.5,栗東杉山晴,524(-4)
3,5,5,ケンタッキーホーム,牡3,57.0,松山,1:53.0,3,5,15.2,36.7,栗東松下,516(0)
4,8,10,スカイストライプス,牡3,57.0,川田,1:53.2,1.1/4,1,2.2,37.0,栗東安田,498(+4)
5,8,11,シーズザスローン,牡3,57.0,武豊,1:53.4,1.1/4,2,3.8,37.0,栗東松永幹,478(+6)
6,2,2,リヒトミューレ,牡3,57.0,ハマー,1:53.7,2,7,37.3,37.7,栗東中村,514(+14)
7,3,3,ディーリライズ,牡3,57.0,酒井,1:54.3,3.1/2,8,49.9,38.4,栗東緒方,480(0)
8,6,6,ヘルメスギャング,牡3,55.0,◇今村,1:54.4,1/2,9,53.9,38.7,美浦武井,466(0)
9,6,7,デールエルバハリ,牝3,55.0,鮫島駿,1:54.7,2,11,198.6,38.7,栗東杉山佳,494(-2)
10,4,4,オラヴィンリンナ,牝3,55.0,北村友,1:55.9,7,6,26.5,40.2,栗東吉岡,492(+2)
11,1,1,リピース,牝3,55.0,荻野極,1:56.1,1.1/2,10,163.3,40.6,栗東前川,412(-6)
