コーナー,通過順
1コーナー,"(*2,8)(1,11)(4,7,10)9(3,12)-5,6"
2コーナー,"(*2,8)11,1(7,10)4,9,3,12,5-6"
3コーナー,"2(8,11)(1,7)10(4,9)3(5,12)-6"
4コーナー,"2,8(1,11)(7,10)(9,3)(4,12)5,6"
