券種,組み合わせ,配当,人気
単勝,6,1440,5
複勝,6,390,6
複勝,4,210,3
複勝,13,2800,14
枠連,2-3,1720,8
馬連,4-6,2900,10
ワイド,4-6,960,9
ワイド,6-13,18370,91
ワイド,4-13,11320,69
馬単,6-4,7680,27
3連複,4-6-13,125810,222
3連単,6-4-13,663920,182
