馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ユイノキャッツアイ,牡2,木幡初,美浦・深山,,25.1,7,,,,480(0),,,,,,,カリフォルニアクローム,ジャスタウェイ,,
2,2,テムファイア,牡2,荻野極,美浦・伊藤圭,,51.0,10,,,,470(0),,,,,,,フィレンツェファイア,メジロベイリー,,
3,3,ボードゥロレーヌ,牡2,ディー,栗東・新谷,,81.8,12,,,,458(0),,,,,,,クリソベリル,ダイワメジャー,,
4,3,ディルイーヤ,牡2,三浦,美浦・高木,,5.8,2,,,,530(0),,,,,,,マインドユアビスケッツ,ダイワメジャー,,
5,4,ケンシロウワールド,牡2,丸山,栗東・森秀,,6.3,3,,,,512(0),,,,,,,Violence,Scat Daddy,,
6,4,ハイトラクション,牡2,,美浦・中舘,,17.7,6,,,,466(0),,,,,,,フォーウィールドライブ,ディープインパクト,,
7,5,シュネルアステリア,牝2,石橋脩,美浦・牧,,63.2,11,,,,448(0),,,,,,,アメリカンペイトリオット,シンボリクリスエス,,
8,5,トゥザファイナル,牡2,吉田豊,美浦・小島,,11.0,4,,,,548(0),,,,,,,ナダル,シンボリクリスエス,,
9,6,ラキアーヴェ,牝2,石川,美浦・加藤士,,12.5,5,,,,448(0),,,,,,,ルヴァンスレーヴ,ワイルドラッシュ,,
10,6,ユイノエスポワール,牡2,大野,美浦・竹内,,30.5,8,,,,428(0),,,,,,,ディスクリートキャット,ダンカーク,,
11,7,ポッドエステラ,牡2,杉原,美浦・伊藤圭,,221.5,14,,,,446(0),,,,,,,クリソベリル,フリオーソ,,
12,7,キュータンチャン,牡2,菊沢,美浦・尾形,,33.6,9,,,,502(0),,,,,,,ヘニーヒューズ,クロフネ,,
13,8,マイネルクロカータ,牡2,石神道,美浦・萱野,,190.5,13,,,,446(0),,,,,,,ウインブライト,ロージズインメイ,,
14,8,スターフラッシュ,牡2,津村,美浦・木村,,1.8,1,,,,538(0),,,,,,,Yaupon,シャンハイボビー,,
