券種,組み合わせ,配当,人気
単勝,9,1390,7
複勝,9,530,9
複勝,7,1180,11
複勝,3,410,7
枠連,5-6,4010,18
馬連,7-9,31850,64
ワイド,7-9,8600,66
ワイド,3-9,2740,40
ワイド,3-7,6540,60
馬単,9-7,54100,120
3連複,3-7-9,124380,221
3連単,9-7-3,687510,263
