コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*2,7)(5,16)1(9,10)(3,14)(12,15)11(4,8)6-13"
4コーナー,"(*2,7)(5,16)(9,1,10)(12,3,14)15(4,8,11)(13,6)"
