券種,組み合わせ,配当,人気
単勝,13,370,2
複勝,13,190,2
複勝,5,350,4
複勝,9,250,3
枠連,3-7,2140,9
馬連,5-13,2880,11
ワイド,5-13,1050,12
ワイド,9-13,760,5
ワイド,5-9,1700,19
馬単,13-5,5110,18
3連複,5-9-13,7560,24
3連単,13-5-9,36270,101
