着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,10,カラフルキューブ,牝4,56.0,鮫島駿,1:45.4,,4,7.9,36.1,栗東高野,476(-4)
2,6,9,シダー,牝4,56.0,武豊,1:45.4,アタマ,2,4.6,36.6,栗東本田,486(-10)
3,4,5,フームスムート,牡6,58.0,丹内,1:45.7,1.3/4,9,46.7,36.6,美浦水野,524(-8)
4,8,14,ヴィブラフォン,牝4,56.0,佐々木,1:45.7,アタマ,8,42.4,36.9,美浦高木,448(-6)
5,7,11,キュールエフウジン,牡4,58.0,吉田隼,1:45.9,1.1/2,3,5.3,36.4,栗東中尾,500(+6)
6,5,7,ソルドラード,セ7,58.0,三浦,1:45.9,ハナ,12,70.8,37.3,美浦蛯名正,490(-8)
7,4,6,テーオードレフォン,牡4,58.0,古川吉,1:46.2,1.1/2,5,12.4,37.4,栗東梅田,484(-6)
8,3,3,アシタガアルサ,牡5,58.0,菅原明,1:46.2,アタマ,10,49.6,36.9,美浦小笠,460(+2)
9,1,1,トップオブジェラス,牡4,58.0,横山武,1:46.2,クビ,1,2.3,36.9,美浦高木,532(+4)
10,8,13,ステイブルアスク,牝5,56.0,古川奈,1:46.3,アタマ,7,21.9,36.5,栗東矢作,442(+2)
11,2,2,グラスデスティーノ,牡6,58.0,松田,1:46.3,クビ,14,155.6,37.2,美浦牧,472(+2)
12,3,4,モズマゾク,牡5,58.0,和田竜,1:46.9,3.1/2,11,51.0,37.6,栗東杉山佳,486(-4)
13,5,8,レイクリエイター,牡5,58.0,浜中,1:47.5,4,6,20.1,38.9,栗東浜田,472(-4)
14,7,12,クレスコジョケツ,牝4,56.0,富田,1:47.5,クビ,13,86.8,38.4,栗東木原,494(+28)
