券種,組み合わせ,配当,人気
単勝,2,790,5
複勝,2,190,5
複勝,5,140,2
複勝,8,170,4
枠連,2-5,1290,7
馬連,2-5,1280,7
ワイド,2-5,440,7
ワイド,2-8,460,8
ワイド,5-8,430,6
馬単,2-5,2550,13
3連複,2-5-8,1750,7
3連単,2-5-8,11750,47
