馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,デトネイション,牡3,角田河,栗東・石橋,差し,6.7,5,1,3歳1勝クラス,36.6,518(+2),京都,6,連闘,Y,,3,パイロ,ディープスカイ,
2,2,ノットイナフ,牡3,,栗東・浜田,差し,20.6,7,8,,38.5,468(-2),京都,28,中3週,Y,,3,マジェスティックウォリアー,マンハッタンカフェ,
3,3,オウケンシルヴァー,牡3,Ｍデム,美浦・松永康,先行,100.1,11,4,3歳1勝クラス,39.2,484(-2),東京,20,中2週,Y,,3,ニューイヤーズデイ,キャプテンスティーヴ,
4,4,ブルーサン,牡3,和田竜,栗東・川村,,4.5,4,8,,44.0,508(-1),大井,31,中3週,,,1,モーニン,ステイゴールド,
5,5,シークレットキー,牡3,松山,栗東・杉山晴,先行,35.5,8,4,,41.4,494(+6),大井,66,中8週,,,2,ドレフォン,ダイワメジャー,
6,6,カシマエスパーダ,牡3,田辺,美浦・鈴木慎,先行,4.0,1,1,3歳1勝クラス,38.3,504(+8),中山,48,中6週,Y,,3,ホッコータルマエ,シニスターミニスター,
7,6,コトホドサヨウニ,牡3,城戸,栗東・奥村豊,先行,4.3,2,1,,37.4,502(0),新潟,28,中3週,Y,,3,シニスターミニスター,ハーツクライ,
8,7,センチュリボンド,牡3,武豊,栗東・庄野,先行,16.5,6,10,,38.8,474(-6),中山,63,中8週,Y,,3,キズナ,ヘニーヒューズ,
9,7,ミッキークレスト,牡3,坂井,栗東・大久保,差し,4.4,3,1,3歳新馬,37.7,512(-16),京都,98,中13週,Y,,1,ジャスタウェイ,Shackleford,
10,8,ピカレスクノベル,牡3,小沢,栗東・高橋忠,先行,87.6,10,1,3歳未勝利,37.7,508(+8),新潟,21,中2週,Y,,2,アメリカンペイトリオット,スズカマンボ,
11,8,モズミギカタアガリ,牝3,岩田康,栗東・藤岡,追込,44.4,9,3,,38.7,462(+2),園田,26,中3週,,,0,グランプリボス,マンハッタンカフェ,
