券種,組み合わせ,配当,人気
単勝,3,320,2
複勝,3,150,2
複勝,5,150,3
複勝,2,230,5
枠連,3-5,750,3
馬連,3-5,790,3
ワイド,3-5,340,3
ワイド,2-3,380,5
ワイド,2-5,480,7
馬単,3-5,1450,5
3連複,2-3-5,1560,5
3連単,3-5-2,6540,18
