馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,コスモストーム,牡4,秋山稔,栗東・北出,差し,2.9,1,3,,38.3,512(+2),小倉,20,中2週,Y,,3,デクラレーションオブウォー,キングカメハメハ,,
2,2,ワイドクリーガー,牡4,団野,栗東・奥村豊,先行,5.0,3,5,4歳以上2勝クラス,37.4,472(-6),京都,62,中8週,Y,,3,サトノクラウン,マツリダゴッホ,,
3,3,メイショウザンゲツ,牝5,菱田,栗東・鈴木孝,,84.9,11,14,3歳以上2勝クラス,39.4,472(+18),阪神,203,中28週,Y,Y,3,ダノンレジェンド,アイルハヴアナザー,,
4,4,ユーヴェリア,牝5,国分恭,栗東・笹田,先行,59.7,9,1,ジュライス,39.9,436(-2),川崎,11,中1週,,,2,オルフェーヴル,ファルブラヴ,,
5,5,タマモジャスミン,牝4,田口,栗東・大橋,先行,10.0,5,6,,36.3,506(-4),小倉,13,中1週,Y,,3,タワーオブロンドン,ゴールドアリュール,,
6,5,タマモナポリ,牝5,酒井,栗東・河嶋,先行,11.4,6,2,,36.0,462(-6),小倉,13,中1週,Y,,3,カレンブラックヒル,ワイルドラッシュ,,
7,6,ワンダーカモン,牡5,Ｍデム,栗東・吉村,差し,23.5,7,8,4歳以上2勝クラス,35.4,478(-8),京都,49,中6週,Y,,3,ワールドエース,サウスヴィグラス,,
8,6,ホウショウマリス,牝4,,栗東・井上,先行,5.5,4,4,,36.0,456(-8),小倉,13,中1週,Y,,3,ドレフォン,ゴールドアリュール,,B
9,7,ナリタヒカリ,牝4,太宰,栗東・荒川,差し,186.4,12,11,4歳以上2勝クラス,36.9,444(+12),阪神,125,中17週,Y,,3,ルヴァンスレーヴ,ナリタセンチュリー,,
10,7,シュヴァルツリーベ,牝6,藤懸,栗東・羽月,差し,25.9,8,8,,35.9,462(-4),小倉,13,中1週,Y,,3,ドレフォン,スパイキュール,,
11,8,ハピアーザンエバー,牡5,森田,栗東・羽月,追込,74.1,10,11,4歳以上2勝クラス,35.4,460(-6),京都,63,中8週,Y,,3,リオンディーズ,ハービンジャー,,
12,8,タガノヘラクレス,牡5,高杉,栗東・千田,先行,4.5,2,5,4歳以上2勝クラス,39.2,504(-4),京都,83,中11週,Y,,3,シルバーステート,エンパイアメーカー,,
