着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,デビットバローズ,牡5,58.0,岩田望,2:00.3,,8,21.9,35.4,栗東上村,524(+12)
2,8,11,エーデルブルーメ,牝5,56.0,川田,2:00.4,1/2,5,9.0,35.0,栗東安田隆,480(-12)
3,7,9,モズロックンロール,牡4,57.0,角田和,2:00.4,クビ,3,8.9,34.8,栗東藤岡,516(0)
4,5,6,ポッドボレット,牡5,58.0,西村淳,2:00.5,1/2,10,34.9,35.4,栗東辻野,530(-6)
5,6,8,デコラシオン,牡5,58.0,坂井,2:00.7,1.1/4,2,8.7,35.5,美浦高木,520(0)
6,1,1,バールデュヴァン,牡4,57.0,角田河,2:00.8,1/2,9,23.0,36.0,栗東浜田,530(+8)
7,3,3,フレーヴァード,牡4,57.0,ルメー,2:00.9,クビ,1,1.9,35.7,美浦大竹,448(+4)
8,8,12,マイネルエンペラー,牡4,57.0,松山,2:01.1,1.1/2,4,9.0,35.7,栗東清水久,472(0)
9,7,10,ダノントルネード,牡4,57.0,Aルメ,2:01.3,1.1/4,6,10.2,35.9,栗東中内田,512(+4)
10,6,7,メイショウボサツ,牡7,58.0,古川吉,2:01.8,3,11,239.1,36.3,栗東松永昌,478(+10)
11,2,2,ドンアルゴス,牡9,58.0,川島,2:02.3,2.1/2,12,412.8,35.6,栗東庄野,516(+2)
12,5,5,ウインスノーライト,牡4,57.0,長岡,2:02.3,クビ,7,13.4,37.3,栗東杉山晴,484(0)
