馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ジューンエオス,牝3,松山,栗東・武英,逃げ,12.6,5,12,,40.3,488(-2),阪神,21,中2週,Y,,3,Constitution,エスケンデレヤ,,
2,2,アパイシュナール,牝4,丹内,美浦・田村,差し,134.4,11,13,3歳以上2勝クラス,39.5,464(-4),中山,98,中13週,Y,,3,シニスターミニスター,キングカメハメハ,,
3,3,エンプレスフレーム,牝3,原田和,美浦・上原博,差し,160.7,12,9,,38.8,454(0),福島,49,中6週,Y,,3,カリフォルニアクローム,ハイアーゲーム,,
4,4,ディーズゴールド,牡3,ルメー,美浦・田村,差し,2.5,1,1,3歳以上1勝クラス,36.3,490(-4),東京,49,中6週,Y,,3,リオンディーズ,ディープインパクト,,
5,4,ジェイエルマスター,牡3,横山和,美浦・小西,差し,3.0,2,3,3歳以上2勝クラス,36.6,484(0),東京,29,中3週,Y,,3,デクラレーションオブウォー,ヨハネスブルグ,,
6,5,オールマキシマム,牝5,荻野極,美浦・奥平,差し,22.3,6,3,,37.8,462(+6),中山,22,中2週,Y,,3,ホッコータルマエ,アグネスタキオン,,
7,5,アートレスマインド,牡3,Ｃデム,栗東・坂口,差し,4.8,3,3,,37.0,480(-4),阪神,15,中1週,Y,,3,マインドユアビスケッツ,ゴールドアリュール,,
8,6,ベルイストワール,牝4,杉原,美浦・宮田,差し,80.3,10,1,4歳以上1勝クラス,37.7,562(+18),新潟,225,中31週,Y,Y,3,ミッキーグローリー,Giant's Causeway,,
9,6,オーケーマヒナ,牝3,横山琉,美浦・相沢,,48.5,7,15,,41.3,466(+4),福島,43,中5週,Y,,3,モズアスコット,フジキセキ,,
10,7,プルナチャンドラ,牡4,石橋脩,美浦・小野,差し,7.8,4,2,,38.1,504(-2),中山,22,中2週,Y,,3,アニマルキングダム,オペラハウス,,B
11,7,コスモマルーン,牝5,吉田豊,美浦・土田,差し,358.7,13,12,3歳以上2勝クラス,35.8,474(0),東京,35,中4週,Y,,3,ロージズインメイ,タマモクロス,,
12,8,マンダリンボレロ,牡5,松岡,美浦・伊藤伸,差し,67.3,9,10,,39.9,512(-2),中山,22,中2週,Y,,3,スピルバーグ,アドマイヤムーン,,
13,8,カフェアローロ,牝4,佐々木,美浦・古賀,差し,59.1,8,5,,38.2,514(+6),中京,21,中2週,Y,,3,ダンカーク,マンハッタンカフェ,,B
