コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"5,14(3,15)(9,16)(2,11)(7,8,13)(1,6)12,10-4"
4コーナー,"(*5,14)(3,15)(2,9,16)11(7,8,13)6(1,10)124"
