券種,組み合わせ,配当,人気
単勝,14,3390,10
複勝,14,750,10
複勝,16,220,3
複勝,3,180,2
枠連,7-8,1820,7
馬連,14-16,7180,25
ワイド,14-16,1980,24
ワイド,3-14,1640,19
ワイド,3-16,540,3
馬単,14-16,17770,67
3連複,3-14-16,10190,31
3連単,14-16-3,102320,336
