着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,7,メタマックス,牡3,56.0,石橋脩,1:11.6,,1,2.9,37.1,栗東森秀,528(+4)
2,2,3,フラップシグナス,牡4,58.0,大野,1:11.8,1,3,7.3,36.3,栗東千田,486(+2)
3,6,10,ネオレインボウ,セ7,58.0,丸山,1:12.0,1.1/2,15,201.2,37.4,美浦小西,476(-18)
4,3,5,クインズプリーズ,牝4,56.0,津村,1:12.0,ハナ,4,7.7,37.9,栗東吉岡,442(+4)
5,7,12,リッキーマジック,牝4,56.0,吉田豊,1:12.1,1/2,10,50.3,35.9,美浦加藤征,512(+4)
6,4,6,メイショウヒヅクリ,牝4,56.0,菱田,1:12.2,クビ,9,36.9,37.9,栗東角田,466(+2)
7,5,9,クリノアルバトロス,牡3,56.0,松岡,1:12.2,アタマ,7,12.0,36.9,美浦伊藤伸,500(+4)
8,8,14,アポロプラネット,牡4,58.0,永野,1:12.3,3/4,6,11.7,36.5,美浦伊藤圭,496(-2)
9,2,2,サウスジェラート,牝5,56.0,三浦,1:12.5,3/4,11,51.6,37.3,美浦伊坂,492(+16)
10,7,13,ロープスピニング,牝4,56.0,内田博,1:12.8,1.1/2,14,97.9,38.3,美浦武藤,430(-4)
11,6,11,スペシャルナンバー,牡4,58.0,菅原明,1:12.9,1/2,2,5.3,37.4,栗東西村,496(0)
12,3,4,デルマカンノン,牝5,56.0,酒井,1:13.0,1/2,13,88.1,38.2,栗東緒方,462(+10)
13,8,15,ゲンパチマイティー,牡6,58.0,Mデム,1:13.2,1.1/2,8,14.9,38.3,栗東牧浦,524(+6)
14,1,1,ミスズメジャー,牡5,58.0,岩田康,1:13.3,1/2,12,66.2,37.0,栗東上村,476(-4)
15,5,8,ディベルティール,セ5,58.0,田辺,1:14.8,9,5,8.5,40.4,美浦田島,504(-2)
