着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,ピーターサイト,牡5,60.0,上野,4:02.3,,6,17.9,13.6,美浦村田,480(-2)
2,5,6,ヘザルフェン,牡4,60.0,森一,4:02.5,1.1/2,1,1.9,13.6,栗東昆,504(-12)
3,1,1,ホウオウエクレール,牡8,60.0,小牧加,4:02.6,クビ,5,9.5,13.6,栗東宮,516(-6)
4,6,7,タイキフロリゼル,牡7,60.0,坂口,4:02.6,クビ,10,46.0,13.6,栗東谷,476(+2)
5,7,10,クラップサンダー,牡6,60.0,黒岩,4:03.2,3.1/2,8,35.5,13.6,栗東牧田,460(-2)
6,5,5,フォージドブリック,牡4,60.0,大江圭,4:03.3,クビ,2,5.2,13.6,美浦西田,550(0)
7,8,11,アルデドゥオーモ,牡4,60.0,伴,4:04.0,4,9,44.4,13.7,美浦矢野,496(-2)
8,2,2,タマモエース,牡6,60.0,小野寺,4:04.1,3/4,4,9.3,13.7,栗東宮地,492(+4)
9,7,9,ヴィンテージボンド,牡6,60.0,難波,4:04.1,クビ,3,6.9,13.7,栗東西園正,488(-4)
10,8,12,ブラビオ,牡7,60.0,井上,4:07.2,大,12,106.0,13.8,栗東緒方,474(0)
11,3,3,ゴールドブリーズ,牡7,60.0,石神深,4:09.2,大,11,48.3,14.0,美浦深山,512(-2)
中止,6,8,フームスムート,牡8,60.0,五十嵐,,,7,28.6,,美浦水野,544(+16)
