馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アンブロジアーナ,牝5,鷹見陸,美浦・上原博,差し,37.8,9,6,,34.0,432(-8),新潟,70,中9週,Y,,3,キズナ,Perfect Soul,,
2,1,サルヴィアーノ,牝3,古川奈,美浦・栗田,先行,16.4,6,6,,34.9,474(-4),福島,28,中3週,Y,,3,Yoshida,Bernardini,,
3,2,バレンタインソング,牡4,及川烈,栗東・小崎,先行,101.2,10,8,3歳以上1勝クラス,35.3,462(+4),中京,14,中1週,Y,,2,ハービンジャー,Unbridled's Song,,
4,2,キングリスティア,セ8,橋木,栗東・河内,差し,159.4,15,5,3歳以上1勝クラス,39.2,522(+2),京都,21,中2週,Y,,3,ベルシャザール,スピニングワールド,,
5,3,ヤマニンアラクリア,牡3,長浜,栗東・中村,差し,12.4,5,11,3歳以上1勝クラス,35.0,490(0),中京,14,中1週,Y,,3,ラブリーデイ,エンパイアメーカー,,
6,3,バガン,牡6,田口,栗東・宮地,差し,16.5,7,7,障害3歳以上未勝利,13.8,476(+6),東京,189,中26週,Y,Y,3,バゴ,ディープインパクト,,
7,4,シルキーガール,牝3,望月洵,栗東・上村,差し,3.1,2,3,3歳以上1勝クラス,34.0,464(0),中京,14,中1週,Y,,3,デクラレーションオブウォー,ディープインパクト,,
8,4,ダノンブリザード,牡5,土田,栗東・池江,先行,8.0,4,9,3歳以上1勝クラス,34.7,492(+4),中京,14,中1週,Y,,3,ディープインパクト,Harlan's Holiday,,
9,5,チャイボーグ,牝4,谷内貫,美浦・的場,追込,147.0,12,6,3歳以上1勝クラス,35.0,492(+18),中山,91,中12週,Y,,3,シャンハイボビー,スタチューオブリバティ,,
10,5,デオヴォレンティ,牝4,長江慶,美浦・蛯名利,差し,152.2,13,15,3歳以上1勝クラス,35.5,458(-14),中山,7,連闘,Y,,3,ダノンバラード,フサイチコンコルド,,
11,6,ネイサン,牡3,土方颯,美浦・粕谷,差し,167.4,16,9,3歳以上1勝クラス,36.3,474(+14),福島,28,中3週,Y,,3,マクマホン,ダイワメジャー,,
12,6,ローゼンモンターク,牝3,佐藤,美浦・佐藤吉,差し,157.5,14,1,C2三組,38.6,422(-10),盛岡,67,中9週,,,1,サトノダイヤモンド,シンボリクリスエス,,
13,7,ショウナンガチ,牡3,加藤翔,栗東・須貝,差し,7.2,3,6,3歳以上1勝クラス,35.5,506(0),中京,7,連闘,Y,,3,ドゥラメンテ,Going Commando,,
14,7,スコプルス,牝4,河原田,美浦・天間,差し,116.2,11,1,C2一,39.6,448(-2),園田,50,中6週,,,0,ゴールドシップ,ブライアンズタイム,,
15,8,タガノデュード,牡3,室陽一,栗東・宮,,2.7,1,9,,35.8,490(+18),中山,89,中12週,Y,,3,ヤマカツエース,ハーツクライ,,
16,8,ゼアズノープレイス,牡5,石田,美浦・的場,追込,34.8,8,5,,35.1,514(+22),札幌,126,中17週,Y,,3,アスカクリチャン,スペシャルウィーク,,
