馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,キムタックフェイス,牡4,田村,栗東・森田,追込,142.1,12,11,障害4歳以上未勝利,14.3,482(0),小倉,125,中17週,Y,,2,フィエールマン,ロードカナロア,,
2,2,ゴーツウキリシマ,牝6,黒岩,栗東・牧田,差し,12.4,3,7,障害4歳以上未勝利,13.5,470(+10),中山,104,中14週,Y,,3,ナムラタイタン,グラスワンダー,,
3,3,アドアプローズ,牡5,,美浦・小手川,差し,80.8,10,5,マルチステ,38.9,486(+4),浦和,37,中4週,,,2,ジャングルポケット,キングカメハメハ,,
4,4,アバットゥータ,牡4,井上,栗東・中竹,差し,1.4,1,2,障害4歳以上未勝利,13.8,472(+6),京都,69,中9週,Y,,3,ハービンジャー,キングカメハメハ,,
5,5,パーセルペーパー,牡5,江田勇,美浦・和田雄,,26.7,9,11,障害4歳以上未勝利,13.6,442(-2),新潟,42,中5週,Y,,3,ロージズインメイ,オルフェーヴル,,
6,5,メイショウソウセキ,牡4,難波,栗東・松永幹,差し,6.5,2,8,障害4歳以上未勝利,13.4,506(-12),新潟,62,中8週,Y,,3,マジェスティックウォリアー,スペシャルウィーク,,
7,6,ゴールデンルーキー,牡5,草野,美浦・粕谷,差し,15.7,4,4,障害3歳以上未勝利,13.8,478(+2),阪神,27,中3週,Y,,3,Catholic Boy,Mineshaft,,
8,6,アニージョ,セ7,森一,栗東・吉田,差し,19.9,6,7,障害4歳以上未勝利,13.3,498(-8),新潟,48,中6週,Y,,3,ケープブランコ,ゴールドアリュール,,
9,7,シュエットアムール,牝4,水沼,美浦・加藤和,差し,102.4,11,12,障害4歳以上未勝利,13.8,418(-10),新潟,56,中7週,Y,,3,ゴールドシップ,スマートファルコン,,
10,7,シークレットキー,牡5,小坂,栗東・井上,差し,25.3,8,9,障害4歳以上未勝利,13.6,506(+2),新潟,63,中8週,Y,,3,ドレフォン,ダイワメジャー,,
11,8,アクロスザリバー,牡4,坂口,美浦・蛯名利,追込,22.8,7,5,障害3歳以上未勝利,13.8,434(+2),阪神,27,中3週,Y,,3,カリフォルニアクローム,ウォーエンブレム,,
12,8,テイエムリステット,牡5,中村,栗東・秋山,先行,17.6,5,13,,33.1,472(-4),新潟,41,中5週,Y,,3,モーリス,ネオユニヴァース,,
